genus,LACIc,LACIf,LACIi1,LACOc,LACOf,LACOi1,LACOi2,ORCOc,ORCOf,ORCOi1,SDCIc,SDCIf,SDCIi1,SDCIi2
Bacteria_unclassified_phylum,0.963671406232954,0.687297719917088,0.734572166260591,1.04731081130223,1.05822029891996,1.00730935670388,0.712753191025128,1.42186988617768,0.600021818975235,0.560020364376886,1.0036728608313,1.14185970398924,0.832757554820175,0.676388232299356
Desulfobulbus,0.814575075457289,0.945488926870068,1.01821884432161,2.17462453180116,1.40732390268737,3.64013236844976,2.41099676351867,0.850940034183061,0.447288992326994,1.46914433252118,1.72733553947416,1.2909560347649,0.920033455762028,0.854576530055638
Desulfobacteraceae_unclassified_genus,0.778210116731518,0.51638241390596,0.814575075457289,0.952761918615222,0.770937124986363,1.10549474526346,1.36004945634387,0.727299174515437,0.316375140914215,0.534564893268846,0.381832066620604,0.225462744099785,0.301829157423906,0.2072802647369
Gammaproteobacteria_uncultured,0.756391141496054,0.792756100221826,1.24731808429397,1.75642750645478,0.887304992908833,0.687297719917088,0.86548601767337,0.821848067202444,0.690934215789665,1.3709589439616,1.50187279537438,0.763664133241209,0.807302083712135,1.01094585257646
Rhodobacteraceae_unclassified_genus,0.72366267864286,0.127277355540201,0.203643768864322,0.483653951052766,0.192734281246591,0.323648132659369,0.229099239972363,6.25113640496018,0.174551801883705,0.421833521218953,0.385468562493182,0.440016000581839,0.210916760609477,0.403651041856067
Thiogranum,0.716389686897705,0.425470017091531,0.65820575293647,0.410924033601222,0.352740099639987,1.17822466271501,0.149096330775665,0.821848067202444,0.745481653878323,4.69471617149715,0.781846612604095,0.610931306592967,0.494563438670497,0.680024728171933
Subgroup_23_ge,0.705480199279974,0.414560529473799,0.534564893268846,0.843667042437907,0.767300629113786,1.00003636495873,0.72366267864286,0.625477290083276,0.425470017091531,0.72366267864286,1.20368013382305,1.08731226590058,0.738208662133168,0.625477290083276
Planctomycetaceae_uncultured,0.672751736426779,0.287283173933598,0.440016000581839,0.469107967562457,0.647296265318739,0.596385323102658,0.810938579584712,0.578202843739772,0.84003054656533,0.174551801883705,0.370922579002873,0.40001454598349,0.312738645041638,0.298192661551329
DEV007_ge,0.647296265318739,0.196370777119168,0.203643768864322,0.458198479944725,0.403651041856067,0.567293356122041,0.34910360376741,0.37455907487545,0.501836430415652,0.552747372631732,0.436379504709262,0.843667042437907,0.37455907487545,0.410924033601222
Planctomyces,0.640023273573584,0.130913851412779,0.167278810138551,0.28364667806102,0.225462744099785,0.378195570748027,0.170915306011128,0.236372231717517,0.272737190443289,0.381832066620604,0.265464198698134,0.301829157423906,0.156369322520819,0.200007272991745
Desulfobulbaceae_unclassified_genus,0.618204298338121,0.730935670388014,0.912760464016873,0.767300629113786,0.894577984653987,1.89461434961271,0.752754645623477,0.829121058947598,0.512745918033383,1.60733117567912,1.17095167096985,0.680024728171933,0.603658314847813,1.78915596930797
Gammaproteobacteria_unclassified_order,0.560020364376886,0.210916760609477,0.309102149169061,0.600021818975235,0.34910360376741,0.647296265318739,0.494563438670497,1.43641586966799,0.243645223462671,0.37455907487545,0.323648132659369,0.450925488199571,0.236372231717517,0.294556165678752
Anaerolineaceae_unclassified_genus,0.512745918033383,0.14182333903051,0.2072802647369,0.49092694279792,0.276373686315866,0.418197025346376,0.34910360376741,5.97112622277174,0.11636786792247,0.410924033601222,0.378195570748027,0.243645223462671,0.134550347285356,0.14182333903051
Bacillales_unclassified_family,0.509109422160806,1.30913851412779,1.24004509254882,0.261827702825557,1.56369322520819,0.170915306011128,0.672751736426779,0.098185388559584,0.469107967562457,0.149096330775665,0.269100694570712,1.01094585257646,1.02912833193934,0.803665587839558
Oceanirhabdus,0.505472926288229,4.32743008836685,3.92741554238336,2.33099385432198,2.45827120986218,0.00363649587257718,1.17458816684243,0.0909123968144296,1.92734281246591,0,1.06185679479254,2.08007563911415,3.99650896396233,1.22913560493109
OM190_ge,0.505472926288229,0.160005818393396,0.254554711080403,0.381832066620604,0.338194116149678,0.407287537728645,0.367286083130296,1.03276482781192,0.28364667806102,0.330921124404524,0.345467107894833,0.323648132659369,0.214553256482054,0.261827702825557
Subgroup_17_ge,0.501836430415652,0.254554711080403,0.2072802647369,0.243645223462671,0.618204298338121,0.541837885014001,0.276373686315866,0.585475835484927,0.429106512964108,0.901850976399142,0.556383868504309,0.458198479944725,0.34910360376741,0.261827702825557
Halieaceae_unclassified_genus,0.483653951052766,0.160005818393396,0.25819120695298,0.698207207534819,0.407287537728645,0.570929851994618,0.509109422160806,0.330921124404524,0.189097785374014,0.123640859667624,0.480017455180188,0.861849521800793,0.370922579002873,0.320011636786792
Rhodopirellula,0.469107967562457,0.34910360376741,0.334557620277101,0.218189752354631,0.625477290083276,0.600021818975235,0.254554711080403,1.42186988617768,1.30913851412779,1.04367431542965,0.894577984653987,0.949125422742645,0.672751736426779,0.498199934543074
Sva0996_marine_group_ge,0.454561984072148,0.181824793628859,0.203643768864322,0.200007272991745,0.163642314265973,0.352740099639987,0.149096330775665,0.585475835484927,0.225462744099785,0.440016000581839,0.189097785374014,0.28364667806102,0.189097785374014,0.272737190443289
Flavobacteriaceae_unclassified_genus,0.443652496454417,0.098185388559584,0.163642314265973,0.185461289501436,0.138186843157933,0.130913851412779,0.0618204298338121,0.665478744681625,0.0618204298338121,0.105458380304738,0.338194116149678,0.396378050110913,0.218189752354631,0.261827702825557
Latescibacteria_ge,0.440016000581839,0.305465653296484,0.356376595512564,0.603658314847813,0.49092694279792,0.25819120695298,0.458198479944725,1.62187715916942,0.225462744099785,0.174551801883705,0.661842248809048,0.447288992326994,0.323648132659369,0.327284628531947
Rubripirellula,0.421833521218953,0.160005818393396,0.178188297756282,0.28364667806102,0.469107967562457,0.447288992326994,0.254554711080403,0.185461289501436,0.552747372631732,0.741845158005746,0.603658314847813,0.570929851994618,0.469107967562457,0.447288992326994
PAUC43f_marine_benthic_group_ge,0.418197025346376,0.418197025346376,0.530928397396269,0.454561984072148,0.530928397396269,0.294556165678752,0.389105058365759,0.309102149169061,0.701843703407397,0.49092694279792,0.734572166260591,0.690934215789665,0.534564893268846,0.476380959307611
NB1-j_ge,0.407287537728645,0.181824793628859,0.163642314265973,0.145459834903087,0.356376595512564,0.218189752354631,0.0509109422160806,0.0836394050692753,0.254554711080403,0.37455907487545,0.320011636786792,0.767300629113786,0.37455907487545,0.214553256482054
Subgroup_22_ge,0.396378050110913,0.290919669806175,0.367286083130296,0.294556165678752,0.385468562493182,0.236372231717517,0.254554711080403,0.247281719335249,0.196370777119168,0.25819120695298,0.574566347867195,0.709116695152551,0.425470017091531,0.254554711080403
Bacteroidetes_BD2-2_ge,0.385468562493182,0.287283173933598,0.269100694570712,0.669115240554202,0.389105058365759,0.37455907487545,0.352740099639987,2.18917051529147,0.152732826648242,0.225462744099785,0.650932761191316,0.770937124986363,0.418197025346376,0.738208662133168
Methyloceanibacter,0.370922579002873,0.341830612022255,0.527291901523692,0.203643768864322,0.156369322520819,0.254554711080403,0.145459834903087,0.272737190443289,0.51638241390596,1.0036728608313,0.432743008836685,0.287283173933598,0.309102149169061,0.46547147168988
Blastopirellula,0.352740099639987,0.127277355540201,0.145459834903087,0.243645223462671,0.294556165678752,0.34910360376741,0.240008727590094,0.381832066620604,0.636386777701007,0.447288992326994,0.414560529473799,0.425470017091531,0.316375140914215,0.236372231717517
Sva0485_ge,0.345467107894833,0.309102149169061,0.421833521218953,0.570929851994618,0.534564893268846,1.25095458016655,0.436379504709262,0.0545474380886578,0.152732826648242,0.458198479944725,0.665478744681625,0.829121058947598,0.443652496454417,0.356376595512564
Syntrophobacteraceae_uncultured,0.334557620277101,0.643659769446162,0.672751736426779,0.650932761191316,1.00003636495873,2.35281282955744,1.36368595221644,0.0690934215789665,0.716389686897705,0.901850976399142,1.2109531255682,1.35641296047129,1.02912833193934,0.585475835484927
SEEP-SRB4,0.330921124404524,0.203643768864322,0.229099239972363,0.345467107894833,0.145459834903087,0.320011636786792,0.28364667806102,0.49092694279792,0.112731372049893,0.541837885014001,0.301829157423906,0.229099239972363,0.189097785374014,0.567293356122041
Leucobacter,0.323648132659369,0.0836394050692753,0.167278810138551,0.0690934215789665,0.0109094876177316,0.0727299174515437,0.0727299174515437,0.403651041856067,0.0945488926870068,0.127277355540201,0.0145459834903087,0,0,0.0218189752354631
Flammeovirgaceae_uncultured,0.309102149169061,0.240008727590094,0.280010182188443,0.196370777119168,0.312738645041638,0.410924033601222,0.105458380304738,0.472744463435034,0.265464198698134,0.505472926288229,0.643659769446162,0.596385323102658,0.330921124404524,0.370922579002873
KD4-96_ge,0.301829157423906,0.160005818393396,0.221826248227208,0.098185388559584,0.120004363795047,0.218189752354631,0.058183933961235,0.483653951052766,0.323648132659369,0.443652496454417,0.418197025346376,0.240008727590094,0.265464198698134,0.341830612022255
Pseudahrensia,0.301829157423906,0.0654569257063893,0.0727299174515437,0.138186843157933,0.0545474380886578,0.341830612022255,0.0436379504709262,0.0800029091966981,0.123640859667624,0.25819120695298,0.123640859667624,0.2072802647369,0.11636786792247,0.101821884432161
Clostridiales_unclassified_family,0.25819120695298,1.34550347285356,0.730935670388014,0.952761918615222,1.0364013236845,0.0800029091966981,0.683661224044511,0.0727299174515437,0.392741554238336,0.0363649587257718,0.25819120695298,0.287283173933598,0.810938579584712,0.269100694570712
Subgroup_9_ge,0.254554711080403,0.123640859667624,0.156369322520819,0.185461289501436,0.694570711662242,0.687297719917088,0.185461289501436,0.243645223462671,0.363649587257718,0.618204298338121,0.34910360376741,0.378195570748027,0.221826248227208,0.120004363795047
Proteobacteria_unclassified_class,0.247281719335249,0.178188297756282,0.181824793628859,0.163642314265973,0.160005818393396,0.236372231717517,0.109094876177316,0.829121058947598,0.0800029091966981,0.320011636786792,0.138186843157933,0.167278810138551,0.11636786792247,0.134550347285356
Rhizobiales_unclassified_family,0.243645223462671,0.0218189752354631,0.0800029091966981,0.0872759009418524,0.101821884432161,0.0690934215789665,0.0218189752354631,0.250918215207826,0.101821884432161,0.138186843157933,0.0690934215789665,0.11636786792247,0.0690934215789665,0.0654569257063893
E01-9C-26_marine_group_ge,0.236372231717517,0.167278810138551,0.167278810138551,0.0436379504709262,0.214553256482054,0.0509109422160806,0.0545474380886578,0.654569257063893,0.174551801883705,0.356376595512564,0.669115240554202,0.592748827230081,0.34910360376741,0.389105058365759
Sva0081_sediment_group,0.236372231717517,0.23273573584494,0.185461289501436,0.301829157423906,0.265464198698134,0.927306447507182,0.192734281246591,0.330921124404524,0.240008727590094,0.963671406232954,0.327284628531947,0.341830612022255,0.210916760609477,0.236372231717517
WCHB1-41_ge,0.229099239972363,0.138186843157933,0.156369322520819,0.156369322520819,0.243645223462671,0.098185388559584,0.192734281246591,0.250918215207826,0.105458380304738,0.0654569257063893,0.25819120695298,0.312738645041638,0.174551801883705,0.309102149169061
Acidimicrobiales_uncultured,0.210916760609477,0.138186843157933,0.127277355540201,0.0472744463435034,0.0836394050692753,0.101821884432161,0.0218189752354631,0.189097785374014,0.14182333903051,0.381832066620604,0.11636786792247,0.120004363795047,0.130913851412779,0.156369322520819
OPB41_ge,0.2072802647369,0.0909123968144296,0.0909123968144296,0.327284628531947,0.156369322520819,0.363649587257718,0.312738645041638,0.145459834903087,0.0618204298338121,0.160005818393396,0.127277355540201,0.120004363795047,0.0472744463435034,0.0363649587257718
Clostridium_sensu_stricto_1,0.203643768864322,0.356376595512564,0.330921124404524,0.407287537728645,0.11636786792247,0.654569257063893,0.0836394050692753,0.0290919669806175,0.170915306011128,0.0618204298338121,0.0327284628531947,0.0472744463435034,0.0545474380886578,0.0836394050692753
Caldithrix,0.196370777119168,0.120004363795047,0.156369322520819,0.145459834903087,0.138186843157933,0.505472926288229,0.112731372049893,0.156369322520819,0.040001454598349,0.396378050110913,0.240008727590094,0.134550347285356,0.098185388559584,0.0545474380886578
Bacilli_unclassified_order,0.185461289501436,0.0472744463435034,0.109094876177316,0.196370777119168,0.2072802647369,0.145459834903087,0.174551801883705,0.0945488926870068,0.101821884432161,0.450925488199571,0.134550347285356,0.152732826648242,0.156369322520819,0.167278810138551
Acidimicrobiales_unclassified_family,0.181824793628859,0.0763664133241209,0.0945488926870068,0.0727299174515437,0.0436379504709262,0.0872759009418524,0.0290919669806175,1.34913996872614,0.109094876177316,0.389105058365759,0.0909123968144296,0.0618204298338121,0.0945488926870068,0.145459834903087
Romboutsia,0.178188297756282,0.0872759009418524,0.0945488926870068,0.0727299174515437,0.0290919669806175,0.0690934215789665,0.0654569257063893,0.101821884432161,0.0618204298338121,0.0181824793628859,0.0690934215789665,0.0290919669806175,0.0109094876177316,0.127277355540201
Coriobacteriaceae_uncultured,0.174551801883705,0.0800029091966981,0.112731372049893,0.170915306011128,0.0836394050692753,0.345467107894833,0.109094876177316,0.530928397396269,0.0654569257063893,0.156369322520819,0.0690934215789665,0.0290919669806175,0.00727299174515437,0.0763664133241209
Candidatus_Nitrosopumilus,0.170915306011128,0.0327284628531947,0.0654569257063893,0.040001454598349,0.0181824793628859,0.0800029091966981,0.00727299174515437,0.00727299174515437,0.0363649587257718,0.0363649587257718,0.0872759009418524,0.214553256482054,0.0654569257063893,0.058183933961235
Clostridiaceae_1_unclassified_genus,0.170915306011128,0.530928397396269,0.650932761191316,0.647296265318739,0.25819120695298,2.28735590385105,0.196370777119168,0.0363649587257718,0.145459834903087,1.12731372049893,0.040001454598349,0.14182333903051,0.250918215207826,0.0436379504709262
Saprospiraceae_unclassified_genus,0.170915306011128,0.0109094876177316,0.0436379504709262,0.0472744463435034,0.0254554711080403,0.0654569257063893,0.0181824793628859,0.381832066620604,0.00727299174515437,0.0363649587257718,0.0618204298338121,0.120004363795047,0.0254554711080403,0.0436379504709262
Bythopirellula,0.167278810138551,0.0363649587257718,0.0472744463435034,0.0800029091966981,0.112731372049893,0.0763664133241209,0.0545474380886578,0.2072802647369,0.112731372049893,0.105458380304738,0.0509109422160806,0.0472744463435034,0.0618204298338121,0.0545474380886578
Anderseniella,0.156369322520819,0.0509109422160806,0.0618204298338121,0.0290919669806175,0.0836394050692753,0.0327284628531947,0,0.105458380304738,0.210916760609477,0.396378050110913,0.130913851412779,0.170915306011128,0.0909123968144296,0.0327284628531947
Filomicrobium,0.156369322520819,0.0945488926870068,0.149096330775665,0.0872759009418524,0.0618204298338121,0.218189752354631,0.00727299174515437,0.0727299174515437,0.192734281246591,0.34910360376741,0.109094876177316,0.0800029091966981,0.0945488926870068,0.105458380304738
Methanothermobacter,0.156369322520819,0.0909123968144296,0.149096330775665,0,0.0109094876177316,0,0,0,0,0,0,0,0,0
Saprospiraceae_uncultured,0.145459834903087,0.0254554711080403,0.0290919669806175,0.058183933961235,0.040001454598349,0.0436379504709262,0.0218189752354631,0.509109422160806,0.0509109422160806,0.0254554711080403,0.0836394050692753,0.120004363795047,0.0436379504709262,0.120004363795047
BD2-11_terrestrial_group_ge,0.14182333903051,0.0654569257063893,0.0909123968144296,0.0800029091966981,0.174551801883705,0.0618204298338121,0.0327284628531947,0.127277355540201,0.0363649587257718,0.0218189752354631,0.14182333903051,0.196370777119168,0.130913851412779,0.0618204298338121
Deltaproteobacteria_unclassified_order,0.130913851412779,0.0654569257063893,0.0945488926870068,0.181824793628859,0.0763664133241209,0.163642314265973,0.105458380304738,0.381832066620604,0.0618204298338121,0.098185388559584,0.149096330775665,0.160005818393396,0.0800029091966981,0.0800029091966981
Persicirhabdus,0.130913851412779,0.040001454598349,0.0836394050692753,0.105458380304738,0.105458380304738,0.225462744099785,0.163642314265973,0.105458380304738,0.0836394050692753,0.058183933961235,0.0472744463435034,0.221826248227208,0.130913851412779,0.0654569257063893
Sva1033_ge,0.130913851412779,0.167278810138551,0.167278810138551,0.360013091385141,0.243645223462671,0.854576530055638,0.229099239972363,0.0363649587257718,0.0654569257063893,0.214553256482054,0.538201389141423,0.563656860249464,0.218189752354631,0.665478744681625
Coxiella,0.127277355540201,0.0763664133241209,0.0690934215789665,0.200007272991745,0.160005818393396,0.185461289501436,0.185461289501436,0.0763664133241209,0.112731372049893,0.0654569257063893,0.152732826648242,0.156369322520819,0.0909123968144296,0.0654569257063893
Woesearchaeota_(DHVEG-6)_ge,0.127277355540201,0.0545474380886578,0.0909123968144296,0.149096330775665,0.0690934215789665,0.0218189752354631,0.040001454598349,0.2072802647369,0.0727299174515437,0.0218189752354631,0.167278810138551,0.138186843157933,0.0436379504709262,0.0909123968144296
Aminicenantes_ge,0.123640859667624,0.101821884432161,0.134550347285356,0.280010182188443,0.276373686315866,0.301829157423906,0.123640859667624,0.261827702825557,0.145459834903087,0.174551801883705,0.214553256482054,0.200007272991745,0.120004363795047,0.0763664133241209
Microbacteriaceae_unclassified_genus,0.123640859667624,0.00363649587257718,0.0363649587257718,0.0109094876177316,0,0.0109094876177316,0.0218189752354631,0.00363649587257718,0.00363649587257718,0,0.00363649587257718,0,0,0
Tateyamaria,0.123640859667624,0.0327284628531947,0.0509109422160806,0.0763664133241209,0.109094876177316,0.11636786792247,0.138186843157933,0.378195570748027,0.0436379504709262,0.0690934215789665,0.105458380304738,0.0436379504709262,0.0436379504709262,0.130913851412779
Maribacter,0.120004363795047,0.0254554711080403,0.0363649587257718,0.0836394050692753,0.0145459834903087,0.0109094876177316,0.00363649587257718,0.552747372631732,0.00363649587257718,0.0545474380886578,0.0145459834903087,0.0218189752354631,0.00363649587257718,0.0109094876177316
Subgroup_21_ge,0.120004363795047,0.0763664133241209,0.0654569257063893,0.138186843157933,0.174551801883705,0.2072802647369,0.098185388559584,0.040001454598349,0.0436379504709262,0.098185388559584,0.170915306011128,0.229099239972363,0.123640859667624,0.0909123968144296
AT-s3-28_ge,0.112731372049893,0.120004363795047,0.098185388559584,0.0654569257063893,0.167278810138551,0.0327284628531947,0.098185388559584,0.0800029091966981,0.210916760609477,0.101821884432161,0.28364667806102,0.243645223462671,0.221826248227208,0.109094876177316
OCS116_clade_ge,0.112731372049893,0.0218189752354631,0.040001454598349,0.0763664133241209,0.0290919669806175,0.0509109422160806,0.0254554711080403,0.0618204298338121,0.0654569257063893,0.0618204298338121,0.0472744463435034,0.0618204298338121,0.0254554711080403,0.0800029091966981
Chloroflexi_unclassified_class,0.109094876177316,0.0327284628531947,0.0872759009418524,0.2072802647369,0.134550347285356,0.483653951052766,0.185461289501436,0.0509109422160806,0.0472744463435034,0.276373686315866,0.14182333903051,0.11636786792247,0.0363649587257718,0.058183933961235
Nitrospiraceae_uncultured,0.109094876177316,0.105458380304738,0.145459834903087,0.130913851412779,0.236372231717517,0.574566347867195,0.0618204298338121,0.112731372049893,0.11636786792247,0.214553256482054,0.2072802647369,0.316375140914215,0.290919669806175,0.0727299174515437
Pirellula,0.109094876177316,0.0545474380886578,0.0509109422160806,0.0545474380886578,0.0945488926870068,0.127277355540201,0.040001454598349,0.11636786792247,0.11636786792247,0.167278810138551,0.0945488926870068,0.0836394050692753,0.0363649587257718,0.0472744463435034
Roseibacillus,0.109094876177316,0.058183933961235,0.0545474380886578,0.0909123968144296,0.112731372049893,0.134550347285356,0.105458380304738,0.160005818393396,0.105458380304738,0.0909123968144296,0.0909123968144296,0.167278810138551,0.0763664133241209,0.0836394050692753
Alphaproteobacteria_unclassified_order,0.105458380304738,0.0363649587257718,0.0218189752354631,0.0545474380886578,0.0290919669806175,0.0945488926870068,0.0218189752354631,0.178188297756282,0.0327284628531947,0.0727299174515437,0.181824793628859,0.0836394050692753,0.0763664133241209,0.476380959307611
PHOS-HE36_ge,0.105458380304738,0.0654569257063893,0.101821884432161,0.0109094876177316,0.0727299174515437,0.0472744463435034,0.0290919669806175,0.160005818393396,0.0327284628531947,0.0800029091966981,0.101821884432161,0.0545474380886578,0.0545474380886578,0.0290919669806175
Subgroup_26_ge,0.105458380304738,0.14182333903051,0.098185388559584,0.0618204298338121,0.149096330775665,0.0545474380886578,0.0181824793628859,0.0909123968144296,0.189097785374014,0.23273573584494,0.389105058365759,0.352740099639987,0.229099239972363,0.23273573584494
TM6_(Dependentiae)_ge,0.105458380304738,0.134550347285356,0.11636786792247,0.210916760609477,0.189097785374014,0.181824793628859,0.276373686315866,0.0654569257063893,0.189097785374014,0.0836394050692753,0.156369322520819,0.0654569257063893,0.0690934215789665,0.0472744463435034
Verrucomicrobiales_unclassified_family,0.105458380304738,0.0763664133241209,0.0727299174515437,0.101821884432161,0.138186843157933,0.138186843157933,0.0654569257063893,0.145459834903087,0.138186843157933,0.0836394050692753,0.11636786792247,0.181824793628859,0.0654569257063893,0.134550347285356
Lokiarchaeota_ge,0.098185388559584,0.0472744463435034,0.0654569257063893,0.501836430415652,0.098185388559584,0.167278810138551,0.178188297756282,0.0509109422160806,0.0290919669806175,0.0181824793628859,0.123640859667624,0.0654569257063893,0.0545474380886578,0.0363649587257718
Desulfomonile,0.0945488926870068,0.0145459834903087,0.0254554711080403,0.0545474380886578,0.0327284628531947,0.109094876177316,0.0509109422160806,0.127277355540201,0.0363649587257718,0.0509109422160806,0.0290919669806175,0.0254554711080403,0.0145459834903087,0.0254554711080403
SAR324_clade(Marine_group_B)_ge,0.0909123968144296,0.0727299174515437,0.058183933961235,0.058183933961235,0.040001454598349,0.0436379504709262,0.0254554711080403,0.229099239972363,0.0472744463435034,0.0800029091966981,0.120004363795047,0.11636786792247,0.0727299174515437,0.098185388559584
SEEP-SRB1,0.0872759009418524,0.170915306011128,0.229099239972363,0.229099239972363,0.363649587257718,0.360013091385141,0.196370777119168,0.0145459834903087,0.134550347285356,0.392741554238336,0.367286083130296,0.316375140914215,0.243645223462671,0.109094876177316
Desulfatiglans,0.0836394050692753,0.0472744463435034,0.0763664133241209,0.240008727590094,0.0763664133241209,0.345467107894833,0.185461289501436,0.0254554711080403,0.0436379504709262,0.0909123968144296,0.120004363795047,0.0800029091966981,0.0472744463435034,0.0654569257063893
Desulfococcus,0.0836394050692753,0.0909123968144296,0.105458380304738,0.109094876177316,0.0545474380886578,0.2072802647369,0.149096330775665,0.0836394050692753,0.0436379504709262,0.11636786792247,0.0436379504709262,0.149096330775665,0.0836394050692753,0.0763664133241209
JG30-KF-CM45_ge,0.0836394050692753,0.00363649587257718,0.0181824793628859,0.00727299174515437,0,0,0.00363649587257718,0.00727299174515437,0.00363649587257718,0,0,0,0.00363649587257718,0.00363649587257718
Spirochaeta_2,0.0836394050692753,0.0472744463435034,0.0290919669806175,0.2072802647369,0.0363649587257718,0.0545474380886578,0.0509109422160806,0.0545474380886578,0.0109094876177316,0.0181824793628859,0.0472744463435034,0.0472744463435034,0.0254554711080403,0.0545474380886578
Sporacetigenium,0.0800029091966981,0.0145459834903087,0.0836394050692753,0.832757554820175,0.0654569257063893,7.07298447216262,0.356376595512564,0.0509109422160806,0.520018909778537,4.77108258482127,0.389105058365759,0.0690934215789665,0.214553256482054,1.44732535728572
